0.38059,-0.1312,-0.66924
0.52352,-0.17216,-0.57348
0.47245,0.26318,-0.25851
0.11987,0.57069,-0.34216
0.11902,0.18297,-0.54985
-0.052488,0.36077,-0.35489
0.46095,-0.033911,-0.1279
0.30953,0.31781,-0.27475
0.6436,-0.023467,-0.37364
0.15252,0.41925,-0.43278
0.39894,0.3373,-0.27498
0.3814,0.18687,-0.23031
0.5766,0.10185,-0.4509
0.21396,-0.36866,-0.49432
0.36029,-0.06213,-0.099626
-0.072491,-0.0065621,-0.43144
-0.032727,0.097397,-0.33973
0.089019,-0.33847,-0.38181
0.25146,0.42915,-0.36348
-0.056418,0.076622,-0.37196
0.086483,0.45021,-0.36878
0.19279,0.30162,-0.52802
0.25782,-0.45653,-0.39348
0.19532,0.35699,-0.39754
0.33302,0.56034,-0.66313
0.36611,0.52519,-0.6881
0.24016,-0.4489,-0.29276
0.36888,0.56729,-0.51303
0.3612,-0.17958,-0.66211
-0.032211,-0.18334,-0.45924
0.25998,0.45345,-0.35325
0.078402,0.52164,-0.45158
0.73146,0.069262,-0.37637
0.40186,0.51396,-0.41368
0.16137,0.63682,-0.10341
0.59079,0.1181,-0.50202
0.37981,0.093865,-0.10758
0.24632,0.12031,-0.18388
0.051383,-0.19502,-0.21749
0.077309,0.033565,-0.60517
0.12328,-0.38338,-0.26537
0.34734,0.57726,-0.45924
0.16319,-0.47937,-0.33001
0.15988,0.21336,-0.27211
0.058778,-0.025035,-0.20459
0.10412,0.065622,-0.2036
0.65373,0.099722,-0.40102
0.30574,-0.11446,-0.68269
0.56222,-0.047666,-0.60304
-0.067146,-0.015252,-0.33758
-0.019014,0.011086,-0.54332
0.25957,-0.14739,-0.69544
0.35051,-0.39111,-0.35688
0.59135,0.24682,-0.37377
0.16591,0.45102,-0.61981
0.22445,0.40604,-0.65375
0.61863,0.1042,-0.35344
0.19455,0.62312,-0.17241
0.12038,0.2482,-0.40948
0.057052,0.46552,-0.45809
0.19348,-0.23586,-0.6411
0.16121,-0.0098044,-0.65545
0.47813,0.30251,-0.65503
0.017067,0.50055,-0.34438
