0.18336,-0.17284,-0.36966
0.57085,-0.040571,-0.23022
-0.18128,-0.0011901,0.3883
-0.28715,0.0022429,0.37825
-0.38169,-0.032736,0.044038
-0.31696,0.097102,-0.132
0.31403,0.21847,-0.055779
-0.31387,0.20757,0.4005
-0.40342,-0.22285,0.16855
0.13321,-0.033785,0.21589
-0.14238,-0.011761,0.38106
-0.39475,-0.1486,0.24713
-0.27588,0.37546,0.52933
-0.26672,0.10955,0.14537
0.41283,0.037053,0.097847
-0.31893,0.20492,0.40391
-0.15611,-0.052497,-0.32649
0.2535,-0.23254,-0.34363
-0.13513,0.0079823,0.30085
-0.22998,0.16877,-0.00029649
-0.16058,-0.13434,-0.22675
-0.28551,-0.10447,-0.1834
-0.16774,0.10018,-0.23019
0.23694,-0.25006,-0.32751
0.15736,0.28905,-0.13197
-0.01207,-0.012543,0.18837
0.11106,0.28203,-0.22858
-0.19687,0.18468,-0.094025
0.37743,-0.22332,-0.053175
0.029222,0.09018,0.42167
0.017287,-0.15247,0.13399
0.42366,-0.17384,-0.16651
-0.38395,-0.00088512,-0.062632
-0.15427,-0.080787,0.29373
-0.22059,0.40157,0.41765
-0.18891,-0.20346,-0.15613
0.37256,0.18284,-0.20236
-0.205,0.14393,-0.17227
0.37567,0.15212,0.034037
0.43793,0.079922,0.031081
-0.15594,-0.05671,0.35042
-0.079425,0.19477,0.0088786
-0.16915,-0.1132,-0.31777
0.098986,0.20705,0.46995
-0.26454,0.0070711,-0.35136
-0.013839,0.16929,-0.29838
0.46751,-0.14752,-0.29848
-0.072163,0.026976,0.20198
-0.27275,0.043821,-0.37795
0.32,0.12909,-0.35662
0.31745,0.19921,-0.0076431
0.24804,0.25704,-0.048677
-0.067275,-0.22496,-0.062033
0.052082,0.17297,0.44541
-0.15839,-0.10404,-0.30884
-0.3611,-0.13144,-0.030922
0.062809,0.20378,0.041542
-0.15262,-0.14626,0.23242
-0.042931,-0.13277,0.15126
-0.15115,0.056388,0.29488
-0.2709,-0.077824,0.38126
0.27055,-0.23844,-0.31214
0.15326,-0.31274,-0.074355
-0.40189,-0.12711,0.13145
0.22851,-0.30469,-0.080619
0.073072,-0.31061,-0.067153
-0.048772,0.14401,0.12944
0.32887,0.077938,-0.3775
0.36563,0.16156,0.027296
-0.10537,0.064204,0.46843
0.32083,0.13142,-0.35471
-0.20144,-0.1001,-0.38836
-0.22398,0.40824,0.41041
0.21723,0.12786,-0.37796
-0.14324,0.13368,-0.38516
0.40611,-0.046005,0.11025
-0.072398,0.13268,0.44299
-0.044349,0.14679,0.43395
-0.21906,-0.0094853,-0.33154
0.043175,0.14345,0.53356
-0.11899,0.02422,0.31057
0.31249,-0.22785,0.039237
-0.29166,-0.042435,-0.19956
-0.1092,-0.17646,0.099363
-0.20379,-0.10028,0.37557
-0.10799,-0.025637,0.22438
0.35544,-0.12861,0.14028
-0.22048,0.27415,0.37175
-0.40196,-0.059952,0.32834
0.17898,0.16109,0.12918
