8325,-3236.2,-1561.2,7370,936.32,6516.5
9729,436.71,-1676,6336.5,-84.578,6485.5
7316,-3130.2,-1377.3,8308.2,1536.6,6577.8
6326.5,1.4088,137.21,6326,97.056,9990.2
7355.6,-3142.9,-1427.4,8249.7,1544,6588.9
6372.2,921.54,127.16,9864.1,801.39,6360.9
6409.2,673.9,-1034.5,7554.3,-3465.9,8257.9
6494.5,810.76,1518.1,7221.7,3148,8524.7
6727.3,-1932.3,1610.2,8276.4,-2868.1,7181
6331.7,-283.83,-188.72,9020.6,3048.5,7000.2
7504.8,117.97,-3548.4,6328.2,-162.28,8418.7
6702.7,2430.7,-314.8,9387.4,-663.75,6354.4
8486.3,863.27,-3409.4,6398.7,-575.04,7363
6327.6,4.4174,-200.63,6327.8,-207.87,9985.5
6714.5,1375.1,2066.6,7411.3,3024.6,8034.5
7414.5,-3463.6,-466.46,8490.6,508.82,6351
8103.4,2118.8,2977.5,6856.7,1435.1,7195.9
9495.1,509.35,2265.4,6341.8,145.18,6639.7
7200.7,-3123.2,-1097.8,8542.8,1356.5,6499.6
6386.3,857.62,620,8835.6,3113.7,7085.6
6446.3,1345.3,595.45,9324.6,2227.9,6651.6
9835.1,-1337.2,-203.65,6424.4,29.903,6327.7
7703.6,2504.1,-2631.5,7279.4,-1873.5,7129.8
6496.4,-1328.4,1108.4,8499.1,-3163.3,7241.3
9427.1,-2011.3,-1411,6582.2,353.09,6443.4
8448.3,-465.12,3506.6,6347.3,-327.82,7456
6508.7,-1042.8,1450.5,7649.4,-3364.2,8030.4
7678.3,-3157.5,1780.6,7814.6,-1519.5,6663.3
8376.4,-3484.6,-784.13,7491.7,483.99,6371.3
6519.6,265.08,1814.8,6414,1203.7,9561.2
7827.3,2555.5,2618.1,7232.3,1741.6,7062.8
8688.1,-1729,-2908.9,6586.7,861.32,6986.8
6500.2,-1436.1,-996.03,8765.9,2913.8,7016.9
7222.8,-268.2,-3322.5,6344.2,462.32,8725.4
7261,-3356.5,-308.63,8687.8,375.36,6338.1
6332.2,-17.236,-354.49,6336.6,456.46,9964.5
7134.3,1222.8,-2995.8,6745.9,-1995.9,8307.5
6708.4,2305.9,-875.02,9090.6,-1779.4,6556.2
7635.1,3568.3,-547.92,8238.7,-519.34,6356
6669.6,-2241.6,-735.47,9218.1,1600.3,6503.2
6331.3,273.63,-187.81,8975.7,-3100.9,7035.6
6993,-1265.5,2767.8,6871.7,-2294.1,8320.3
9466.2,-731.73,2265.6,6359.6,-210.3,6641.4
6329.6,-266.27,83.469,9714.8,-1754.3,6502.1
9885.7,1054.8,376.5,6386.2,43.111,6333.1
9206,1.4391,2823.3,6325.5,0.57447,6865.9
6364.8,-711.9,-472.29,8983.9,3005.4,6992.3
6880.1,-639.23,-2777.9,6499.6,1492.5,8941
7483.7,1754.7,-3072.8,6907.6,-1952.7,7734.3
6644.9,-1827.2,1373.6,8500.5,-2851.8,7078.3
8726.4,-1435.3,3031,6503.3,-740.64,7045.2
6657.5,-2031,-1128.9,8849.3,2405.5,6786.6
6326.5,4.8077,-139.02,6331.1,-326.29,9982
8727.1,-671.06,-3285.3,6364.8,383.37,7198
6892.7,2859.7,-285.52,9146.5,-476.44,6341.9
6641,922.88,-2078.3,6952.8,-2698.1,8659
9391.7,-2464.4,538.29,6712.3,-164.09,6342.4
8879.6,-3210.7,-190.66,7115.7,88.636,6327.8
6327.1,173.91,-21.867,9943.3,-744.27,6355.2
6543.6,482.76,-1872.3,6582.9,-1957.3,9281.8
6965,-839.97,2879.1,6582.8,-1729.5,8720.3
6385.1,-1046.7,38.398,9895.4,-214.67,6328
6347.6,643.36,-9.8988,9957,-91.371,6326
7504,166.56,-3546,6330.9,-229.04,8416
8976.1,-2323.7,2075,6733.4,-706.43,6615.2
6631.5,-896.14,-2057.8,6936.6,2682.8,8691.7
6369.3,691.88,-577.39,8630.1,-3332.9,7273.8
6373,-458.59,-817.66,7346.9,3388.9,8539.3
6327.1,-156.72,70.729,9470.1,-2367.2,6672.8
7761.8,-2179.5,2924.2,7028.9,-1793.1,7328.5
6387.1,-1038.5,-234.74,9752.8,1277.2,6418.4
6373.7,-213.64,920.54,6556.9,-1959.1,9566.9
9519.7,2147.4,-735.72,6607.4,-189.03,6356.4
9580.7,1834.7,1086.8,6527.9,236.05,6392.9
6737.8,-2540,96.45,9377.3,-194.06,6328
6345.1,150.3,587.41,6606.9,2152.6,9537.4
7059.9,-2857.9,1302,8559.1,-1769.6,6616.7
6601,-916.71,1938.8,7032.3,-2839.7,8613
9217,932.19,-2647.9,6386.4,-344.12,6792.4
8983.3,-296.97,3093.1,6332.4,-142.65,7028.5
6413.2,1193.6,-413.5,9540.2,-1852.1,6534.8
6424.7,347.58,1294,6620.6,2148.5,9399.6
9707.9,1258.1,-1282.2,6417.1,-185.46,6418
7357.9,914.99,-3330.2,6510.3,-1325.7,8346.7
6326,-90.27,-17.48,9883,1129.8,6395.1
7489.6,-3474.6,687,8369.6,-709.61,6378.3
7261.6,3066,1401.8,8341.7,1620.9,6600.5
6326.5,-133.56,15.635,9950.5,-694.09,6351.3
8861,3234.3,-38.114,7133.1,-17.957,6325.6
6607.4,-186.3,-2158.2,6355.5,694.28,9521
6426.2,-68.005,-1347.8,6336.9,450.58,9818.2
7200.9,-3213.1,797.52,8654.5,-1000.6,6415.6
6338.1,-116.09,472.62,6587.5,-2090.4,9576.1
7627.7,2100.8,2932.5,7052,1923.8,7433
6981.1,-302.48,-3009.7,6358.6,656.64,9007
7348.2,442.97,3417.5,6369.7,679.98,8542
8023.7,-3430.3,-1287.9,7702.8,941.77,6469.1
6477.2,-364.33,1596.1,6538.1,-1832.3,9441.2
6432.2,74.951,-1385.2,6338.5,-481.34,9806.5
6339.5,40.901,-512.25,6355.2,-741.52,9923.8
6554.2,372.27,1939.6,6472.6,1515.6,9424.7
6391.3,-1065.4,-270.78,9710.7,1420.8,6442
8194.2,-1822.5,3145.6,6701.5,-1261.5,7280.9
9418.4,-2345.1,785.95,6673.1,-226.95,6361.5
6468.6,-939.51,1286.7,7700.7,-3430.5,8026.4
6869.3,-2740.2,706.71,9048.8,-1193.3,6432.2
6557.2,-1982.7,127.49,9628.1,-351.88,6332.9
6334.3,-306.6,267.88,8590.1,-3435.5,7348
6828.9,-1775.6,2098.6,7685.1,-2929.6,7618.4
8012.1,3333.3,-1523.3,7641.8,-1099.5,6530.1
6735.5,-2521.6,270.24,9355.1,-544.21,6345.2
6325.5,11.402,-14.119,7976.9,-3666.6,7923.8
6355.6,-27.959,-749.11,6332,346.67,9935
8191.2,-3509.7,950.71,7629.5,-646.09,6397.6
6516,-119.66,-1814.7,6344,559.71,9672.1
7560.3,1162.1,-3384.7,6569.9,-1397.1,8049.5
6766.9,2529.8,-650.3,9182.6,-1240.4,6434.4
7627.5,-3605.8,-102.68,8285.5,98.42,6326.6
6943,2567.9,1477.9,8497.8,2180.9,6776.6
8635.1,-2866,1871.6,7037.3,-882.68,6579.5
6328.4,-8.1755,233.28,6331.3,-330.32,9978.8
8804.3,2267.2,-2380.2,6745.1,-853.56,6732.6
6454.2,-815.48,1277.9,7495.9,-3381.5,8264.2
7484.6,-3217,-1474.8,8116.8,1461.1,6581.3
9642.4,422.06,-1933.4,6336.1,-97.292,6544.2
6384.6,-1041.3,66.162,9888.2,-371.17,6333
6365,-839.88,168.55,9815.6,-1151.8,6399.6
6325.5,-0.38756,13.183,6329.6,-277.68,9986.1
7032.7,2443.5,-1911.6,8080.9,-2448.3,7035.3
8392.5,-3213.9,1541.6,7321,-890.07,6507.3
6325.8,-0.3341,72.653,6325.6,-43.493,9991.9
9925.9,-144.61,-876.12,6326.6,13.694,6366.8
7747.3,-377.12,-3624.3,6347.9,430.57,8129.9
6466.2,-1505.8,480.39,9509,-1691.2,6502.5
7338.1,-3402.7,-491.66,8572.9,564.33,6355.5
7813.7,-2778.7,2376.9,7395.6,-1698.3,6918.9
8477.6,-346.38,3504.7,6337.4,-240.59,7441.9
8449.8,3489.4,-575.26,7452.1,-343.38,6349.5
6332.2,-214.48,-284.86,7847.6,3651,8045.8
6413.2,981.06,795.1,8630.8,3237.7,7223.3
6346.4,-624.82,-39.159,9948,371.38,6332.9
6367.1,575.6,-664.5,8068.8,-3590.3,7782.4
6642.7,-1903.1,1254.2,8674.2,-2676.5,6938.9
8036.1,-1165.7,3472.6,6498.1,-1014.6,7656.6
9206.2,-270.04,2810.1,6330.7,-107.19,6860.2
7323.7,-3152,1343,8318,-1494.6,6563.2
6325.5,0.08539,-17.127,6325.6,-47.162,9992.3
8933.7,2637.4,1742.7,6856,674.01,6527.7
8940.9,2302.4,2154.9,6732.3,738.51,6642.3
6704.6,1023,-2232.9,6963.4,-2657.3,8563.9
6538.7,-1609.2,1035.8,8820,-2757.1,6932.7
6504.3,1754.4,-204.27,9680.3,-645.85,6350
6406.1,-1181.1,-274.98,9716.2,1303.4,6423.5
6804.5,-631.55,-2622,6523,1615.1,9007.9
8921.8,3124.9,-553.82,7062.7,-247.67,6345.1
9466.7,-1175.1,2069.5,6412.9,-305.87,6585.8
7404.1,-3413.8,-714.16,8455.8,779.02,6386.2
8094.5,3655.3,63.464,7808.3,46.601,6325.8
9080.6,-2906.4,-711.47,6926.4,281.42,6356.9
6340.4,-365.34,-383.05,8263.9,3588,7630.6
6325.8,-65.595,32.488,9383.8,-2535.8,6735.5
6519.1,-372.99,1793.6,6500,-1655.9,9435.4
6385.4,693.96,788.81,8081.1,3557.7,7748.2
7496.4,-1160.4,3350.4,6583.4,-1460.1,8101.5
6651.8,1028.5,-2065,7071.5,-2837.6,8499.9
6354.2,-98.021,-725.92,6408.4,1219.6,9818.7
7931.8,444.93,-3639.7,6352.8,-445.37,7934.6
7849.8,-521.14,-3624.1,6365.1,549.47,8002
6599.2,-364.41,-2107.2,6443.1,1348.1,9403.2
6437.4,-1282.3,606.58,9278.9,-2349.5,6693.6
7271.5,2484,2293,7694.5,2302.6,7146
6406.7,-267.13,-1187.3,6540.2,1877,9542
7614.4,-2019.3,-2982.9,7006.6,1914.5,7494.1
6571.1,2035.9,-111.17,9610.9,-297.48,6330.8
7424,-839.02,3399.2,6471.2,-1167.6,8322.3
6425.8,-919.99,-983.52,8154.3,3471.7,7630.5
8176,129.93,-3637.6,6327.5,-111.37,7728.4
6658.9,1300.3,-1930.9,7459.2,-3111.2,8049.5
6534.7,-1815,553.51,9434.1,-1583.7,6485.4
6690.5,194.71,-2410.1,6350.7,-622.35,9409.9
9254.1,-1407.6,2364.4,6461.4,-451.72,6686.6
9386,2522.4,-230.09,6731,-71.75,6328.6
6880.3,-717.33,-2759,6543.9,1651.8,8880.2
6529.2,-1813.8,474.68,9501.2,-1384.4,6445
6360.3,505.23,626.78,7946.7,3612.2,7910.4
6620.3,-1921.9,1088.6,8873.1,-2471.7,6806.3
7123.5,3060.7,1009.1,8656.5,1330.2,6483.8
8023.7,1507.9,3339.4,6614,1250.1,7533.9
8710.9,637.49,-3305.2,6361.2,-369.51,7215.4
9494.5,-1644.1,1641.4,6493.8,-331.69,6484.8
6466.3,1284.2,922.69,8754.4,3006.1,7062.8
7530.3,-3213.5,-1541,8047.6,1474.9,6597.6
6587.9,1741,1173.4,8706.2,2770.3,6970.9
6702.1,411.52,2414.7,6433.7,1259.6,9272.4
6325.5,-5.8224,-2.4466,9532.6,2241.9,6630.7
6326.1,106.18,-9.0316,9970,-506.67,6339.2
7117.6,-2764.7,1641.7,8290.7,-2057.3,6775.5
8460,3135,-1625.2,7243.8,-891.74,6524.2
9935.7,663.13,-483.09,6349.2,-34.389,6338
6327.1,-8.1619,-172.94,6336,444.36,9973.5
