0.38827,-0.20185,0.51408
0.070315,-0.63285,0.5878
-0.16844,-0.51751,0.40037
0.20656,-0.25077,-0.14435
0.5221,-0.39865,0.21971
-0.028344,-0.49588,0.26807
0.19227,-0.18632,-0.12308
-0.037996,-0.49115,0.26084
0.28134,0.052422,-0.11142
0.28231,0.11144,-0.033349
0.23703,-0.073336,0.19898
-0.014688,-0.39374,0.80325
0.41393,-0.46192,0.38373
0.48696,-0.37272,-0.03315
0.2272,-0.6303,0.6176
0.012296,-0.10858,0.29957
0.41807,-0.45451,0.38842
0.31046,-0.047621,-0.075647
0.16323,-0.34839,0.73515
0.27093,0.099986,-0.055283
0.14028,-0.17968,0.11927
0.22044,-0.3138,-0.13114
0.029954,-0.29579,0.77135
0.31887,-0.19298,0.59879
0.30311,-0.40455,-0.04493
0.38573,-0.58524,0.50177
0.096336,-0.080438,0.36384
0.22925,-0.20497,-0.1511
-0.039111,-0.10514,0.55691
-0.036,-0.081637,0.015283
0.53363,-0.50862,0.43515
0.26392,-0.10236,0.46014
-0.020176,-0.083486,0.47544
-0.11053,-0.5321,0.32855
0.28506,0.046058,-0.10349
0.23886,-0.40877,0.12335
-0.0074042,0.0052358,-0.057171
0.23679,-0.35752,0.016422
0.28635,-0.062479,0.23098
0.089389,-0.24046,0.14015
0.092933,-0.094544,0.2749
0.42579,-0.17059,0.63059
0.53792,-0.20825,0.30157
-0.042849,-0.3512,0.152
0.046929,-0.12078,0.25016
0.11529,-0.60279,0.30001
0.35645,-0.071397,0.307
0.29594,-0.43607,0.13984
0.072021,-0.13445,-0.053458
0.18731,-0.16513,-0.11317
0.034986,-0.63598,0.55833
0.25115,-0.50898,0.34454
0.35777,-0.58041,0.56355
0.3853,-0.43952,-0.084371
0.16019,-0.11781,-0.0022303
0.04643,-0.08414,0.35314
-0.072122,0.026606,-0.086852
-0.090752,-0.4141,0.19267
0.19966,-0.35109,0.096625
0.15092,-0.17514,-0.041936
0.29582,-0.51913,0.46698
0.30626,-0.043931,-0.060083
-0.16172,-0.21672,0.26846
0.46116,-0.41272,0.4804
0.10664,-0.11235,0.65969
0.27764,0.086579,-0.11347
0.33781,-0.22004,0.67834
-0.10677,-0.1387,0.43313
0.16843,-0.21335,-0.062074
0.27791,-0.12933,0.50206
0.46014,-0.25474,0.48494
0.12347,-0.62969,0.36663
0.272,0.14116,-0.028379
0.18276,-0.41507,0.70976
0.3674,-0.30383,-0.17636
0.036747,-0.47654,0.20791
0.38762,-0.49212,0.26472
0.22769,-0.43651,0.66306
0.064231,-0.086932,0.39043
-0.13781,0.0052131,0.021215
0.31921,-0.1852,0.60616
0.053539,-0.64016,0.51928
0.3579,-0.51924,0.40719
0.44686,-0.14194,0.087415
0.43483,-0.35741,0.45641
-0.085205,-0.58872,0.43838
0.27476,-0.037527,-0.016913
0.4189,-0.28328,0.62016
0.21253,0.27311,-0.13371
0.34044,-0.42629,0.61225
0.387,-0.38672,0.063048
-0.13221,-0.50044,0.77502
0.12141,-0.35675,0.13305
-0.21235,-0.2375,0.49814
-0.19135,-0.50876,0.63236
0.010198,-0.18552,0.7358
0.024595,-0.22116,0.75772
0.1673,-0.21404,-0.101
0.15751,-0.53356,0.25009
0.15957,-0.28787,0.74689
0.24025,-0.10943,-0.12012
0.46954,-0.27973,0.0529
0.5484,-0.21349,0.2677
0.22231,-0.090711,-0.090258
0.13005,-0.31295,0.76516
-0.052531,-0.11176,0.38436
-0.19251,-0.47226,0.62272
0.25908,-0.091286,0.073044
0.35921,-0.17291,-0.18132
0.38974,-0.15077,0.68503
0.39147,-0.078829,0.22976
0.18879,-0.38169,0.12111
0.33786,-0.44441,0.0026614
0.058455,-0.20876,0.75571
-0.19375,-0.40392,0.6363
0.013684,-0.473,0.20735
0.36416,-0.15869,0.45258
0.58733,-0.33847,0.52093
0.17906,0.25889,-0.14061
0.48093,-0.21758,0.068903
0.12284,-0.6511,0.56299
0.25217,-0.61072,0.52009
0.3051,-0.41227,0.1059
0.41936,-0.085726,0.21515
-0.0096749,-0.15973,0.68009
-0.12266,-0.14389,0.3289
0.5211,-0.35844,0.32481
-0.071359,-0.0028249,0.0040243
0.21674,-0.29332,-0.14672
0.03793,-0.056455,0.52566
0.42209,-0.53307,0.45676
0.028463,-0.095645,-0.10691
0.282,-0.37044,-0.11117
0.53881,-0.32354,0.15036
0.10463,-0.65295,0.55473
0.17634,-0.46763,0.19966
0.1827,-0.55735,0.64165
-0.11316,-0.48972,0.28949
-0.23219,-0.39655,0.67833
0.20479,-0.36052,0.10027
-0.029018,-0.11403,0.42532
-0.19591,-0.51873,0.72263
-0.075548,-0.58545,0.5804
0.26241,-0.088738,0.50061
-0.10058,-0.33005,0.74239
-0.1602,-0.27794,0.62861
0.18599,-0.26575,-0.07623
0.37863,-0.28715,-0.17521
-0.034475,-0.33285,0.76404
0.43528,-0.43568,0.41557
0.44724,-0.24242,0.4501
0.4713,-0.22886,0.42325
-0.11749,0.057056,-0.046629
0.53406,-0.32659,0.32418
-0.037975,-0.49093,0.25992
0.42898,-0.18022,0.62541
0.55558,-0.37018,0.52694
0.55211,-0.47266,0.49679
0.23896,-0.063041,0.45301
0.019537,-0.32677,0.7694
0.25862,0.17908,-0.12982
-0.23934,-0.30069,0.43448
0.48372,-0.38077,-0.023374
0.5043,-0.38237,0.14502
0.36562,-0.42908,0.60682
-0.15853,-0.21597,0.59896
0.12353,-0.25986,0.79099
0.14318,0.28674,-0.070094
0.18611,0.28857,-0.022818
-0.04865,-0.58045,0.63509
0.29522,-0.06171,0.016728
-0.12326,-0.55011,0.55426
0.1521,-0.049021,0.40554
0.15375,-0.17309,-0.07963
0.25336,-0.098704,0.41903
0.42004,-0.5557,0.53988
0.051003,-0.64384,0.4982
0.18498,-0.15255,0.045846
